ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,PromotionKey,CurrencyKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,RevisionNumber,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight,CarrierTrackingNumber,CustomerPONumber,OrderDate,DueDate,ShipDate
314,20220217,20220301,20220224,27759,1,100,1,SO44009,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-02-17 00:00:00.000,2022-03-01 00:00:00.000,2022-02-24 00:00:00.000
310,20220217,20220301,20220224,13680,1,98,10,SO44010,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-02-17 00:00:00.000,2022-03-01 00:00:00.000,2022-02-24 00:00:00.000
310,20220217,20220301,20220224,13514,1,29,8,SO44011,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-02-17 00:00:00.000,2022-03-01 00:00:00.000,2022-02-24 00:00:00.000
349,20220217,20220301,20220224,11052,1,6,9,SO44012,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,NULL,NULL,2022-02-17 00:00:00.000,2022-03-01 00:00:00.000,2022-02-24 00:00:00.000
312,20220217,20220301,20220224,16928,1,6,9,SO44013,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-02-17 00:00:00.000,2022-03-01 00:00:00.000,2022-02-24 00:00:00.000
313,20220218,20220302,20220225,27917,1,100,4,SO44014,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-02-18 00:00:00.000,2022-03-02 00:00:00.000,2022-02-25 00:00:00.000
311,20220218,20220302,20220225,13693,1,98,10,SO44015,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-02-18 00:00:00.000,2022-03-02 00:00:00.000,2022-02-25 00:00:00.000
350,20220218,20220302,20220225,11247,1,98,10,SO44016,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,NULL,NULL,2022-02-18 00:00:00.000,2022-03-02 00:00:00.000,2022-02-25 00:00:00.000
310,20220218,20220302,20220225,28078,1,100,1,SO44017,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-02-18 00:00:00.000,2022-03-02 00:00:00.000,2022-02-25 00:00:00.000
350,20220218,20220302,20220225,25876,1,100,1,SO44018,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,NULL,NULL,2022-02-18 00:00:00.000,2022-03-02 00:00:00.000,2022-02-25 00:00:00.000
310,20220218,20220302,20220225,16701,1,6,9,SO44019,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-02-18 00:00:00.000,2022-03-02 00:00:00.000,2022-02-25 00:00:00.000
311,20220218,20220302,20220225,16931,1,6,9,SO44020,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-02-18 00:00:00.000,2022-03-02 00:00:00.000,2022-02-25 00:00:00.000
348,20220218,20220302,20220225,11032,1,6,9,SO44021,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,NULL,NULL,2022-02-18 00:00:00.000,2022-03-02 00:00:00.000,2022-02-25 00:00:00.000
313,20220219,20220303,20220226,22008,1,19,6,SO44022,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-02-19 00:00:00.000,2022-03-03 00:00:00.000,2022-02-26 00:00:00.000
349,20220219,20220303,20220226,19830,1,19,6,SO44023,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,NULL,NULL,2022-02-19 00:00:00.000,2022-03-03 00:00:00.000,2022-02-26 00:00:00.000
314,20220219,20220303,20220226,16663,1,6,9,SO44024,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-02-19 00:00:00.000,2022-03-03 00:00:00.000,2022-02-26 00:00:00.000
314,20220219,20220303,20220226,16708,1,6,9,SO44025,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-02-19 00:00:00.000,2022-03-03 00:00:00.000,2022-02-26 00:00:00.000
310,20220219,20220303,20220226,17045,1,6,9,SO44026,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-02-19 00:00:00.000,2022-03-03 00:00:00.000,2022-02-26 00:00:00.000
310,20220220,20220304,20220227,21921,1,19,6,SO44027,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-02-20 00:00:00.000,2022-03-04 00:00:00.000,2022-02-27 00:00:00.000
312,20220220,20220304,20220227,17048,1,6,9,SO44028,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-02-20 00:00:00.000,2022-03-04 00:00:00.000,2022-02-27 00:00:00.000
350,20220220,20220304,20220227,11050,1,6,9,SO44029,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,NULL,NULL,2022-02-20 00:00:00.000,2022-03-04 00:00:00.000,2022-02-27 00:00:00.000
311,20220221,20220305,20220228,12131,1,39,7,SO44030,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-02-21 00:00:00.000,2022-03-05 00:00:00.000,2022-02-28 00:00:00.000
313,20220221,20220305,20220228,13689,1,98,10,SO44031,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-02-21 00:00:00.000,2022-03-05 00:00:00.000,2022-02-28 00:00:00.000
344,20220221,20220305,20220228,11243,1,98,10,SO44032,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,NULL,NULL,2022-02-21 00:00:00.000,2022-03-05 00:00:00.000,2022-02-28 00:00:00.000
314,20220221,20220305,20220228,16693,1,6,9,SO44033,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-02-21 00:00:00.000,2022-03-05 00:00:00.000,2022-02-28 00:00:00.000
313,20220221,20220305,20220228,16702,1,6,9,SO44034,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-02-21 00:00:00.000,2022-03-05 00:00:00.000,2022-02-28 00:00:00.000
312,20220221,20220305,20220228,16707,1,6,9,SO44035,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-02-21 00:00:00.000,2022-03-05 00:00:00.000,2022-02-28 00:00:00.000
310,20220221,20220305,20220228,17046,1,6,9,SO44036,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-02-21 00:00:00.000,2022-03-05 00:00:00.000,2022-02-28 00:00:00.000
328,20220221,20220305,20220228,25272,1,6,9,SO44037,1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,NULL,NULL,2022-02-21 00:00:00.000,2022-03-05 00:00:00.000,2022-02-28 00:00:00.000
344,20220221,20220305,20220228,25868,1,100,4,SO44038,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,NULL,NULL,2022-02-21 00:00:00.000,2022-03-05 00:00:00.000,2022-02-28 00:00:00.000
342,20220222,20220306,20220301,17971,1,39,7,SO44039,1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,NULL,NULL,2022-02-22 00:00:00.000,2022-03-06 00:00:00.000,2022-03-01 00:00:00.000
351,20220222,20220306,20220301,11057,1,6,9,SO44040,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,NULL,NULL,2022-02-22 00:00:00.000,2022-03-06 00:00:00.000,2022-03-01 00:00:00.000
313,20220222,20220306,20220301,16742,1,6,9,SO44041,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-02-22 00:00:00.000,2022-03-06 00:00:00.000,2022-03-01 00:00:00.000
313,20220223,20220307,20220302,13678,1,98,10,SO44042,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-02-23 00:00:00.000,2022-03-07 00:00:00.000,2022-03-02 00:00:00.000
311,20220223,20220307,20220302,13679,1,98,10,SO44043,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-02-23 00:00:00.000,2022-03-07 00:00:00.000,2022-03-02 00:00:00.000
314,20220223,20220307,20220302,13690,1,98,10,SO44044,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-02-23 00:00:00.000,2022-03-07 00:00:00.000,2022-03-02 00:00:00.000
344,20220223,20220307,20220302,28394,1,39,7,SO44045,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,NULL,NULL,2022-02-23 00:00:00.000,2022-03-07 00:00:00.000,2022-03-02 00:00:00.000
313,20220223,20220307,20220302,28064,1,100,1,SO44046,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-02-23 00:00:00.000,2022-03-07 00:00:00.000,2022-03-02 00:00:00.000
344,20220223,20220307,20220302,25878,1,100,4,SO44047,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,NULL,NULL,2022-02-23 00:00:00.000,2022-03-07 00:00:00.000,2022-03-02 00:00:00.000
314,20220223,20220307,20220302,16713,1,6,9,SO44048,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-02-23 00:00:00.000,2022-03-07 00:00:00.000,2022-03-02 00:00:00.000
314,20220224,20220308,20220303,13538,1,29,8,SO44049,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-02-24 00:00:00.000,2022-03-08 00:00:00.000,2022-03-03 00:00:00.000
310,20220224,20220308,20220303,17050,1,6,9,SO44050,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-02-24 00:00:00.000,2022-03-08 00:00:00.000,2022-03-03 00:00:00.000
310,20220225,20220309,20220304,13691,1,98,10,SO44051,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-02-25 00:00:00.000,2022-03-09 00:00:00.000,2022-03-04 00:00:00.000
314,20220225,20220309,20220304,16637,1,6,9,SO44052,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-02-25 00:00:00.000,2022-03-09 00:00:00.000,2022-03-04 00:00:00.000
338,20220226,20220310,20220305,19329,1,29,8,SO44053,1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,NULL,NULL,2022-02-26 00:00:00.000,2022-03-10 00:00:00.000,2022-03-05 00:00:00.000
314,20220226,20220310,20220305,13542,1,29,8,SO44054,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-02-26 00:00:00.000,2022-03-10 00:00:00.000,2022-03-05 00:00:00.000
310,20220226,20220310,20220305,13543,1,29,8,SO44055,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-02-26 00:00:00.000,2022-03-10 00:00:00.000,2022-03-05 00:00:00.000
314,20220226,20220310,20220305,13559,1,29,8,SO44056,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-02-26 00:00:00.000,2022-03-10 00:00:00.000,2022-03-05 00:00:00.000
338,20220226,20220310,20220305,14577,1,100,1,SO44057,1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,NULL,NULL,2022-02-26 00:00:00.000,2022-03-10 00:00:00.000,2022-03-05 00:00:00.000
350,20220226,20220310,20220305,11056,1,6,9,SO44058,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,NULL,NULL,2022-02-26 00:00:00.000,2022-03-10 00:00:00.000,2022-03-05 00:00:00.000
313,20220226,20220310,20220305,16688,1,6,9,SO44059,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-02-26 00:00:00.000,2022-03-10 00:00:00.000,2022-03-05 00:00:00.000
342,20220226,20220310,20220305,25273,1,6,9,SO44060,1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,NULL,NULL,2022-02-26 00:00:00.000,2022-03-10 00:00:00.000,2022-03-05 00:00:00.000
310,20220227,20220311,20220306,27919,1,100,1,SO44061,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-02-27 00:00:00.000,2022-03-11 00:00:00.000,2022-03-06 00:00:00.000
310,20220227,20220311,20220306,28041,1,100,1,SO44062,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-02-27 00:00:00.000,2022-03-11 00:00:00.000,2022-03-06 00:00:00.000
344,20220227,20220311,20220306,11240,1,98,10,SO44063,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,NULL,NULL,2022-02-27 00:00:00.000,2022-03-11 00:00:00.000,2022-03-06 00:00:00.000
310,20220227,20220311,20220306,22050,1,19,6,SO44064,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-02-27 00:00:00.000,2022-03-11 00:00:00.000,2022-03-06 00:00:00.000
310,20220227,20220311,20220306,28062,1,100,4,SO44065,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-02-27 00:00:00.000,2022-03-11 00:00:00.000,2022-03-06 00:00:00.000
344,20220227,20220311,20220306,25867,1,100,4,SO44066,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,NULL,NULL,2022-02-27 00:00:00.000,2022-03-11 00:00:00.000,2022-03-06 00:00:00.000
310,20220227,20220311,20220306,17049,1,6,9,SO44067,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-02-27 00:00:00.000,2022-03-11 00:00:00.000,2022-03-06 00:00:00.000
313,20220228,20220312,20220307,13541,1,29,8,SO44068,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-02-28 00:00:00.000,2022-03-12 00:00:00.000,2022-03-07 00:00:00.000
349,20220228,20220312,20220307,28395,1,39,7,SO44069,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,NULL,NULL,2022-02-28 00:00:00.000,2022-03-12 00:00:00.000,2022-03-07 00:00:00.000
349,20220228,20220312,20220307,19829,1,19,6,SO44070,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,NULL,NULL,2022-02-28 00:00:00.000,2022-03-12 00:00:00.000,2022-03-07 00:00:00.000
313,20220228,20220312,20220307,16691,1,6,9,SO44071,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-02-28 00:00:00.000,2022-03-12 00:00:00.000,2022-03-07 00:00:00.000
311,20220228,20220312,20220307,16656,1,6,9,SO44072,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-02-28 00:00:00.000,2022-03-12 00:00:00.000,2022-03-07 00:00:00.000
351,20220228,20220312,20220307,11044,1,6,9,SO44073,1,1,1,3374.99,3374.99,0,0,1898.0944,1898.0944,3374.99,269.9992,84.3748,NULL,NULL,2022-02-28 00:00:00.000,2022-03-12 00:00:00.000,2022-03-07 00:00:00.000
310,20220301,20220313,20220308,13821,1,98,10,SO44134,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-03-01 00:00:00.000,2022-03-13 00:00:00.000,2022-03-08 00:00:00.000
310,20220301,20220313,20220308,28156,1,100,4,SO44135,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-03-01 00:00:00.000,2022-03-13 00:00:00.000,2022-03-08 00:00:00.000
311,20220301,20220313,20220308,22114,1,19,6,SO44136,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-03-01 00:00:00.000,2022-03-13 00:00:00.000,2022-03-08 00:00:00.000
314,20220301,20220313,20220308,17328,1,6,9,SO44137,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-03-01 00:00:00.000,2022-03-13 00:00:00.000,2022-03-08 00:00:00.000
310,20220302,20220314,20220309,13765,1,98,10,SO44138,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-03-02 00:00:00.000,2022-03-14 00:00:00.000,2022-03-09 00:00:00.000
311,20220302,20220314,20220309,13792,1,98,10,SO44139,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-03-02 00:00:00.000,2022-03-14 00:00:00.000,2022-03-09 00:00:00.000
311,20220302,20220314,20220309,12221,1,39,7,SO44140,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-03-02 00:00:00.000,2022-03-14 00:00:00.000,2022-03-09 00:00:00.000
313,20220302,20220314,20220309,13572,1,29,8,SO44141,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-03-02 00:00:00.000,2022-03-14 00:00:00.000,2022-03-09 00:00:00.000
313,20220302,20220314,20220309,22058,1,19,6,SO44142,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-03-02 00:00:00.000,2022-03-14 00:00:00.000,2022-03-09 00:00:00.000
313,20220302,20220314,20220309,28145,1,100,4,SO44143,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-03-02 00:00:00.000,2022-03-14 00:00:00.000,2022-03-09 00:00:00.000
312,20220302,20220314,20220309,17071,1,6,9,SO44144,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-03-02 00:00:00.000,2022-03-14 00:00:00.000,2022-03-09 00:00:00.000
310,20220302,20220314,20220309,17309,1,6,9,SO44145,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-03-02 00:00:00.000,2022-03-14 00:00:00.000,2022-03-09 00:00:00.000
313,20220302,20220314,20220309,17310,1,6,9,SO44146,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-03-02 00:00:00.000,2022-03-14 00:00:00.000,2022-03-09 00:00:00.000
310,20220302,20220314,20220309,17320,1,6,9,SO44147,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-03-02 00:00:00.000,2022-03-14 00:00:00.000,2022-03-09 00:00:00.000
310,20220303,20220315,20220310,28172,1,100,4,SO44148,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-03-03 00:00:00.000,2022-03-15 00:00:00.000,2022-03-10 00:00:00.000
312,20220303,20220315,20220310,17242,1,6,9,SO44149,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-03-03 00:00:00.000,2022-03-15 00:00:00.000,2022-03-10 00:00:00.000
312,20220303,20220315,20220310,17315,1,6,9,SO44150,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-03-03 00:00:00.000,2022-03-15 00:00:00.000,2022-03-10 00:00:00.000
328,20220303,20220315,20220310,25558,1,6,9,SO44151,1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,NULL,NULL,2022-03-03 00:00:00.000,2022-03-15 00:00:00.000,2022-03-10 00:00:00.000
346,20220304,20220316,20220311,11334,1,98,10,SO44152,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,NULL,NULL,2022-03-04 00:00:00.000,2022-03-16 00:00:00.000,2022-03-11 00:00:00.000
312,20220304,20220316,20220311,28168,1,100,4,SO44153,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-03-04 00:00:00.000,2022-03-16 00:00:00.000,2022-03-11 00:00:00.000
311,20220304,20220316,20220311,28181,1,100,1,SO44154,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-03-04 00:00:00.000,2022-03-16 00:00:00.000,2022-03-11 00:00:00.000
313,20220304,20220316,20220311,28131,1,100,4,SO44155,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-03-04 00:00:00.000,2022-03-16 00:00:00.000,2022-03-11 00:00:00.000
346,20220304,20220316,20220311,25887,1,100,1,SO44156,1,1,1,3399.99,3399.99,0,0,1912.1544,1912.1544,3399.99,271.9992,84.9998,NULL,NULL,2022-03-04 00:00:00.000,2022-03-16 00:00:00.000,2022-03-11 00:00:00.000
314,20220304,20220316,20220311,17055,1,6,9,SO44157,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-03-04 00:00:00.000,2022-03-16 00:00:00.000,2022-03-11 00:00:00.000
311,20220305,20220317,20220312,13567,1,29,8,SO44158,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-03-05 00:00:00.000,2022-03-17 00:00:00.000,2022-03-12 00:00:00.000
311,20220305,20220317,20220312,28182,1,100,4,SO44159,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-03-05 00:00:00.000,2022-03-17 00:00:00.000,2022-03-12 00:00:00.000
312,20220305,20220317,20220312,28186,1,100,1,SO44160,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-03-05 00:00:00.000,2022-03-17 00:00:00.000,2022-03-12 00:00:00.000
314,20220306,20220318,20220313,13772,1,98,10,SO44161,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-03-06 00:00:00.000,2022-03-18 00:00:00.000,2022-03-13 00:00:00.000
311,20220306,20220318,20220313,28185,1,100,4,SO44162,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-03-06 00:00:00.000,2022-03-18 00:00:00.000,2022-03-13 00:00:00.000
314,20220306,20220318,20220313,28193,1,100,4,SO44163,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-03-06 00:00:00.000,2022-03-18 00:00:00.000,2022-03-13 00:00:00.000
310,20220306,20220318,20220313,28088,1,100,4,SO44164,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-03-06 00:00:00.000,2022-03-18 00:00:00.000,2022-03-13 00:00:00.000
313,20220306,20220318,20220313,17065,1,6,9,SO44165,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-03-06 00:00:00.000,2022-03-18 00:00:00.000,2022-03-13 00:00:00.000
338,20220306,20220318,20220313,14581,1,100,1,SO44166,1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,NULL,NULL,2022-03-06 00:00:00.000,2022-03-18 00:00:00.000,2022-03-13 00:00:00.000
314,20220306,20220318,20220313,17308,1,6,9,SO44167,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-03-06 00:00:00.000,2022-03-18 00:00:00.000,2022-03-13 00:00:00.000
313,20220307,20220319,20220314,12211,1,39,7,SO44168,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-03-07 00:00:00.000,2022-03-19 00:00:00.000,2022-03-14 00:00:00.000
311,20220307,20220319,20220314,28179,1,100,1,SO44169,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-03-07 00:00:00.000,2022-03-19 00:00:00.000,2022-03-14 00:00:00.000
314,20220307,20220319,20220314,28183,1,100,4,SO44170,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-03-07 00:00:00.000,2022-03-19 00:00:00.000,2022-03-14 00:00:00.000
313,20220307,20220319,20220314,28112,1,100,4,SO44171,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-03-07 00:00:00.000,2022-03-19 00:00:00.000,2022-03-14 00:00:00.000
338,20220307,20220319,20220314,14584,1,100,4,SO44172,1,1,1,699.0982,699.0982,0,0,413.1463,413.1463,699.0982,55.9279,17.4775,NULL,NULL,2022-03-07 00:00:00.000,2022-03-19 00:00:00.000,2022-03-14 00:00:00.000
312,20220308,20220320,20220315,13784,1,98,10,SO44173,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-03-08 00:00:00.000,2022-03-20 00:00:00.000,2022-03-15 00:00:00.000
311,20220308,20220320,20220315,17229,1,6,9,SO44174,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-03-08 00:00:00.000,2022-03-20 00:00:00.000,2022-03-15 00:00:00.000
313,20220308,20220320,20220315,17246,1,6,9,SO44175,1,1,1,3578.27,3578.27,0,0,2171.2942,2171.2942,3578.27,286.2616,89.4568,NULL,NULL,2022-03-08 00:00:00.000,2022-03-20 00:00:00.000,2022-03-15 00:00:00.000
